Class,Solution treatment time (h),Solution treatment temperature (¡æ),Solution cooling way,Aging treatment time (h),Aging treatment temperature (¡æ),Aging cooling way,2nd aging treatment time (h),2nd aging treatment temperature (¡æ),2nd aging cooling way,C (mass%),Si (mass%),Ni (mass%),Mo (mass%),W (mass%),Al (mass%),N (mass%),Nb+Ta (mass%),B (mass%),V (mass%),Ti (mass%),Fe (mass%),Zr (mass%),Sn (mass%),Test temperature (¡æ),Test stress (MPa),Creep rupture life (h)
,1.9894259,1021.1491,1.7566922,0.42985082,698.20154,0.99272794,0.18228889,12.661745,0.0382078,0.062250145,0.32960764,1.54E-05,0.5333637,0.010517597,5.882208,0.005782153,0.9022729,0.003438697,0.15033665,84.25877,0.007139587,3.333295,3.9288325,612.26556,387.1228,70.85694
,1.9570124,1026.5938,1.6054637,0.4519388,678.46387,0.99063873,0.2269417,16.771875,0.034677297,0.057458382,0.32885042,0.000491104,0.5140714,0.011077791,5.914944,0.00382742,0.8636861,0.003248679,0.13861902,84.07468,0.009042951,3.3243923,3.9317284,606.76263,384.8384,148.0408
,0.000109792,1069.3389,1.001925,0.030887127,573.32007,0.999881,0.00436157,0.43803304,0.001646787,0.07092318,0.41446522,0.69999886,0.49088845,0.004777938,5.7836614,2.81E-06,0.7968436,8.12E-05,2.04E-05,83.338776,0.007614795,3.655397,4.0198927,576.6606,481.0671,569.25726
,0.002968371,0.33879519,0.014576376,5.6429105,1.9511356,0.000366271,4.034902,15.9936695,0.013287753,0.046084233,0.000631344,8.34E-08,0.003277135,0.013336629,5.8948245,0.019264046,0.005530834,0.001546871,4.217549,89.61298,0.0683115,0.001752257,0.000568956,611.57886,126.75336,1.3473699
,0.4737575,1037.8812,1.3416442,0.26133507,628.9676,0.99574244,0.08606315,6.916377,0.010529369,0.061887927,0.3655583,0.562917,0.5050507,0.012524992,5.875125,0.000229481,0.8170804,0.001471127,0.008114224,83.883446,0.015071621,3.3364594,4.010121,593.10315,434.01663,280.35645
,1.9919586,1054.4937,1.3438721,0.06760061,681.0427,0.99958056,0.00320673,1.0168839,0.003125101,0.0727818,0.3845874,3.08E-05,0.5235369,0.003676802,5.821595,0.000100151,0.88455164,0.000415709,0.000279105,83.78501,0.004449085,3.4927957,4.01835,581.08075,485.15768,49.607662
,0.09340352,1022.0285,1.3271173,0.3922969,620.22815,0.98927873,0.31617284,11.785971,0.020057827,0.05605446,0.34979528,0.69363993,0.50050724,0.017612606,5.9034777,0.00048015,0.7689739,0.002757616,0.0458097,83.889755,0.020615306,3.3189359,3.9919105,602.8305,398.37326,420.32254
,0.001566231,0.040426254,0.004416525,4.896982,0.3621161,2.99E-05,4.6062217,12.418777,0.005099356,0.03187888,0.000259485,2.09E-08,0.000973034,0.012450486,5.9135027,0.012284015,0.001432484,0.001003402,4.22215,89.62845,0.09720073,0.000360608,6.82E-05,610.185,121.07954,0.39599556
,0.018764853,1014.3673,1.4715745,0.5636394,619.734,0.9852685,1.1216313,18.948988,0.034457922,0.05083237,0.33691072,0.6996388,0.5017557,0.026363194,5.927091,0.00135771,0.7856953,0.005177972,0.20861533,83.90474,0.023503691,3.3772664,3.9624193,605.62115,377.3829,592.54944
,0.001927853,1052.8031,1.183862,0.13693571,584.353,0.9984596,0.07883161,3.08292,0.006421208,0.061840795,0.37097484,0.69995373,0.52050674,0.010996312,5.83386,6.62E-05,0.7666937,0.000735424,0.002786515,83.67565,0.012945756,3.488833,4.016802,592.7468,418.5973,575.6651
,1.8209099,1030.687,1.4627608,0.28956532,665.88257,0.99466336,0.09907186,9.204239,0.01278156,0.05940168,0.3500322,0.010122791,0.52423173,0.01021561,5.892593,0.000892138,0.8401709,0.002242625,0.032003697,84.01088,0.009957357,3.4243884,3.9912145,594.702,413.2556,152.57626
,0,1077.081,0.7264787,0.014935434,627.12854,0.9999685,0.006216765,0.079898536,0.001101285,0.07221754,0.42518565,0.7,0.45388335,0.004625976,5.773168,1.22E-06,0.69278264,4.05E-05,6.05E-06,83.1138,0.005798538,3.799872,4.0199814,568.826,449.19843,784.12634
,1.9995463,1055.3613,1.4675498,0.066038966,707.81213,0.9996041,0.003963709,1.0938737,0.003240317,0.07195328,0.37274122,3.76E-07,0.5681223,0.003595263,5.812293,0.00031305,0.9417635,0.000451898,0.000573969,83.94956,0.00337759,3.6351213,4.017366,587.38806,473.3717,26.490742
,0.000304818,1071.9509,0.9725634,0.012733042,533.25867,0.99996936,0.000652671,0.09664178,0.000662953,0.07698031,0.43476483,0.6999949,0.45809627,0.003583431,5.77157,2.80E-07,0.87229544,3.59E-05,5.04E-07,83.2463,0.006696697,3.600213,4.0199842,566.5978,519.6255,451.6358
,1.9996645,1055.4529,1.5668753,0.071671605,716.6851,0.9995562,0.005525351,1.3037732,0.003955036,0.06964074,0.3682578,2.71E-07,0.5766637,0.004668653,5.8209753,0.000460915,0.95687777,0.00050397,0.001021873,83.951164,0.003581627,3.676487,4.0170336,593.5265,465.30847,23.96373
,0.28025663,1055.0756,1.2901577,0.11058599,620.66614,0.9989507,0.013865531,1.7050111,0.00372538,0.06961365,0.39620766,0.626839,0.49525872,0.008338511,5.8307123,2.94E-05,0.84928674,0.000432133,0.000369745,83.659004,0.010619793,3.4231365,4.0185084,583.99335,482.15363,219.66483
,0.13451964,998.5834,1.6026001,0.68677664,615.01587,0.97680914,1.1038154,28.560154,0.03449714,0.051858433,0.34830225,0.6914833,0.48813373,0.027138263,5.959055,0.002015041,0.8023231,0.006024103,0.28939477,83.972855,0.026078459,3.2791257,3.9043825,606.5518,374.68408,494.3247
,0.033211768,998.17145,1.5201684,0.73420554,617.63965,0.9774251,1.5160813,23.300505,0.036097586,0.05139453,0.33199912,0.69894236,0.5004441,0.03069377,5.9591026,0.001843825,0.80444616,0.006402184,0.36707467,83.971855,0.029059684,3.3429193,3.937769,607.99554,361.3015,582.5392
,0.00412786,0.21790266,0.010049611,5.029555,1.0669115,0.000213742,5.6352167,14.255772,0.006956101,0.03693133,0.000766186,2.92E-07,0.002068281,0.015553504,5.9143353,0.01407558,0.003788179,0.001305241,4.20945,89.58037,0.09137708,0.001641035,0.000364687,603.23627,129.14491,1.5424426
,0.43025094,987.3286,1.6080055,1.065947,610.75745,0.9659419,1.373443,32.987408,0.052489877,0.05315919,0.3255824,0.5934848,0.5035272,0.026574433,5.9581294,0.003435247,0.86736655,0.007099901,0.46836582,84.2202,0.02582009,3.1882994,3.843993,605.38464,360.93542,447.60953
,1.8564055,1013.132,1.8002096,1.0116875,655.80237,0.9825053,0.5509913,28.164406,0.05243659,0.05837252,0.31937644,0.00349184,0.5095559,0.020741552,5.9423223,0.00737168,0.9299795,0.005478673,0.45109707,84.234375,0.01415187,3.1529639,3.828346,604.63495,367.1132,212.4967
,1.8061049,1046.2587,1.4365573,0.23222715,671.26556,0.9973556,0.0477165,5.4929833,0.007752299,0.06338797,0.35571897,0.009702325,0.53258026,0.008604467,5.8681703,0.000361982,0.856182,0.001335243,0.006945361,84.01307,0.008548191,3.4384263,4.009548,590.18787,435.84525,133.47385
,1.3480589,1025.1285,1.4679661,0.3346473,646.48785,0.9913933,0.19821823,13.447733,0.01677084,0.056232385,0.34813258,0.13470225,0.51292527,0.012064874,5.912944,0.000961939,0.82091075,0.002652476,0.07047926,83.931816,0.013280122,3.3962364,3.9787261,601.2146,399.94043,234.62375
,0.006266892,0.18452525,0.008738369,4.4314475,0.86212546,0.000185192,5.40158,13.991806,0.00478518,0.033595853,0.000751751,2.09E-07,0.002090573,0.014339626,5.9026566,0.012832428,0.003339029,0.001241518,4.204684,89.584045,0.08881919,0.001471043,0.000274234,604.3585,124.89228,1.5584186
,0.2458176,1047.5328,1.306234,0.1455605,632.929,0.99789274,0.033809245,2.9438474,0.005060911,0.06685338,0.38393512,0.6476846,0.49850082,0.009743124,5.8473606,7.10E-05,0.8263638,0.00094441,0.001672741,83.73729,0.010812085,3.4079566,4.016184,591.26245,460.5631,247.32834
,0.3048486,1043.3566,1.284734,0.16191751,612.31714,0.9973459,0.061288476,4.65184,0.008403569,0.06436167,0.3758353,0.6355808,0.49578467,0.010664612,5.8526397,0.000130501,0.79477096,0.00129043,0.004139558,83.74642,0.013295032,3.366938,4.013858,592.3225,447.5409,282.26974
,1.8732525,1022.10205,1.637848,0.60932934,673.55707,0.9867516,0.35209507,21.077888,0.0343152,0.055942386,0.33097246,0.003672376,0.50983244,0.014855057,5.934521,0.004006846,0.87394416,0.004512964,0.17907946,84.04637,0.012274248,3.2833712,3.9058933,605.03467,380.95517,184.52654
,1.9923913,1030.5626,1.7390893,0.32800138,697.04596,0.9938468,0.13244599,10.913031,0.028191239,0.062119223,0.33609682,2.82E-05,0.5452577,0.011037707,5.8968024,0.004039042,0.897792,0.003085888,0.07988992,84.13157,0.007210834,3.4418468,3.9606001,606.8193,400.74203,76.708206
,0.004258692,1048.9634,1.2775426,0.21591783,612.8307,0.9971074,0.16218573,5.129395,0.009981781,0.058887362,0.35996196,0.69991666,0.52323836,0.015445322,5.854957,0.000177576,0.7626332,0.001327241,0.009890841,83.72745,0.015436722,3.468978,4.0136933,600.3813,408.1562,545.14343
,0.49572474,1044.6241,1.2965858,0.16267002,620.1405,0.9979801,0.036633015,3.9976356,0.006185174,0.06658734,0.38044164,0.51774377,0.49961615,0.010435075,5.8503885,8.80E-05,0.818509,0.00101443,0.002138042,83.78676,0.011587828,3.3816974,4.01543,587.36365,459.94885,233.82216
,1.9541072,1054.4286,1.3534878,0.06825775,664.77234,0.999581,0.004164875,1.1406857,0.002712518,0.07310611,0.38963896,0.000509775,0.51592886,0.004420549,5.82392,6.38E-05,0.877988,0.00039919,0.000286921,83.72915,0.006216038,3.428105,4.018333,577.93195,486.50217,67.88788
,0.006906688,0.39692402,0.01363948,4.929249,1.4138591,0.000364035,6.133106,17.420208,0.007739663,0.03953463,0.001031895,4.17E-07,0.003145433,0.016847134,5.905806,0.014930135,0.005338699,0.001671701,4.20335,89.57557,0.08606687,0.002450824,0.000555897,604.41364,129.26793,2.2912788
,0.002672553,0.36802053,0.015355468,5.4496303,2.3503814,0.000383407,4.208341,16.254217,0.018158376,0.047050755,0.000714955,8.34E-08,0.003687239,0.014363408,5.8870115,0.01966981,0.006136614,0.001924605,4.217884,89.6208,0.07422222,0.002077222,0.00067067,609.9177,131.33276,1.3709607
,0.001244247,1044.7717,1.2370752,0.275743,631.91956,0.9951792,0.4860133,5.8968935,0.014903277,0.055439167,0.34798166,0.6999882,0.5074855,0.019771218,5.87814,0.000453354,0.7395277,0.002568274,0.035887346,83.73037,0.01632391,3.518002,4.006172,599.0003,378.85126,652.6773
,0.34949785,1053.294,1.3162433,0.15033334,620.7154,0.9981763,0.0385195,3.6192129,0.006185144,0.06613557,0.38079295,0.61935925,0.4999745,0.009625286,5.8508925,9.41E-05,0.8127074,0.000895734,0.001900538,83.74613,0.012316799,3.402252,4.015751,589.3187,458.97968,260.11072
,1.990905,1031.0228,1.6465085,0.321652,696.10315,0.9943779,0.109006464,10.306057,0.022555888,0.061128605,0.33771852,4.56E-05,0.5327582,0.009440184,5.8986154,0.002950156,0.88044286,0.002682528,0.07186533,84.03178,0.007782364,3.4189248,3.9692192,605.54443,398.31592,84.929375
,1.6051084,1008.5073,1.6537832,0.6384924,643.82404,0.9816084,0.5802259,24.406467,0.03754562,0.056030452,0.33362037,0.040421173,0.52066296,0.019694537,5.943918,0.003395778,0.86243755,0.005028519,0.22287782,84.165955,0.01723529,3.2455776,3.9005377,601.32184,377.26285,249.5516
,1.7489202,1048.0922,1.4122552,0.13776124,665.09265,0.9986743,0.017547607,2.7366204,0.004804701,0.068088576,0.37983668,0.011069616,0.52510995,0.008146405,5.8460946,0.000150497,0.8745917,0.000837693,0.001631266,83.82449,0.00841614,3.4418235,4.01618,584.59705,465.39374,114.217255
,6.38E-06,1067.8016,0.93795335,0.07036924,628.8494,0.9994445,0.072684884,0.75175524,0.005222797,0.065023735,0.3823858,0.7,0.49780998,0.010965079,5.814583,3.36E-05,0.6958562,0.000382913,0.00084841,83.34681,0.012260357,3.7180464,4.0193787,584.4707,411.53534,739.8648
,1.5429666,1039.1835,1.4362054,0.278683,655.259,0.9945407,0.102098286,8.735446,0.011855722,0.060500164,0.35459724,0.056727495,0.5248326,0.010677069,5.8937507,0.000571853,0.84134,0.002101116,0.020094573,83.9997,0.010452505,3.4019387,3.9995272,594.68616,420.04504,189.72012
,1.9964105,1038.0718,1.5763395,0.18224716,694.54095,0.9979559,0.035749376,5.160482,0.011862636,0.06264384,0.34305188,1.26E-05,0.54700714,0.00652045,5.870132,0.001338573,0.88841534,0.001341692,0.018528104,84.09777,0.006346401,3.5379455,4.0012507,601.67975,418.54092,55.075195
,1.2150877,1050.6676,1.3486767,0.18804371,640.1416,0.9979212,0.037889183,4.26251,0.006093144,0.06603979,0.36992598,0.14444841,0.5261024,0.009520114,5.8581624,0.000154571,0.85439354,0.001016767,0.002839588,83.83792,0.010356078,3.4112716,4.014714,586.9264,454.13852,161.51492
,1.9992349,1049.6288,1.6257048,0.1318559,708.3566,0.998744,0.022055209,3.269641,0.008298695,0.06666802,0.35492587,8.76E-07,0.56677485,0.005519271,5.8456297,0.001341076,0.91948414,0.000984926,0.008181668,84.028564,0.004130896,3.6330647,4.008683,599.49255,432.9206,34.750114
,0.021186411,1024.1163,1.3868705,0.49081445,626.44525,0.98834276,0.65074414,16.267742,0.020336926,0.053483486,0.3421724,0.69939524,0.4964057,0.02155897,5.904002,0.000671162,0.77186686,0.004320298,0.09031351,83.90018,0.020721896,3.3667336,3.98483,604.5191,387.6091,539.6386
,0.000548422,1029.9725,1.2175316,0.24876595,647.32513,0.9928491,0.7465139,5.6795588,0.015681565,0.051850516,0.32394633,0.6999951,0.48022327,0.023852587,5.891965,0.000529236,0.7347506,0.002892395,0.06717235,83.7634,0.016422797,3.5446765,3.9961376,605.13416,357.11255,680.2541
,0.002177239,1043.5032,1.2609919,0.25956333,637.22833,0.9957601,0.32542497,6.300768,0.012898356,0.05650767,0.35330015,0.69996935,0.512911,0.018695235,5.8735003,0.00029223,0.7519412,0.001894878,0.022098232,83.70733,0.017613403,3.4962611,4.0107183,599.1729,398.61334,603.3349
,0.17359477,1049.8684,1.2623903,0.1084283,598.9776,0.99854785,0.02772063,2.5677154,0.005668819,0.06650295,0.38913643,0.6695021,0.5015106,0.009470195,5.8416033,5.38E-05,0.8184246,0.000775134,0.001055154,83.699,0.012040494,3.4299302,4.0174956,588.47363,466.47928,291.69934
,0.006173551,0.9635997,0.024837524,5.6491823,3.3127427,0.001231313,4.995042,18.374409,0.017174631,0.05042077,0.001313,3.34E-07,0.00572648,0.014385819,5.888181,0.020841222,0.010782957,0.002114396,4.2076955,89.57014,0.06442308,0.004662156,0.001652475,607.1393,134.66823,3.5206423
,9.66E-06,1059.162,1.1244526,0.11228174,673.8154,0.998222,0.40472,2.1084487,0.009590626,0.056171436,0.33785346,0.7,0.4753036,0.022235513,5.851995,0.000197831,0.7312874,0.00143464,0.011446469,83.566086,0.017409857,3.704803,4.0147896,596.6493,359.97955,755.48193
,2.52E-05,1064.3793,1.0234362,0.10136068,624.93134,0.99901205,0.11686087,1.4484632,0.00662747,0.06303842,0.37268323,0.6999999,0.50136185,0.012050301,5.8229957,6.89E-05,0.7023753,0.000600196,0.002176618,83.45771,0.013360829,3.6536117,4.0185223,589.07184,399.399,716.4344
,1.31E-05,1067.226,1.0153387,0.07947832,631.2248,0.9993714,0.07297099,1.1646825,0.005168259,0.06344731,0.38114297,0.6999999,0.5043189,0.010931045,5.814125,4.45E-05,0.7208851,0.000409307,0.001379643,83.41786,0.010949411,3.6940985,4.0190444,584.3317,409.2573,726.0687
,1.9660505,1015.6387,1.7942259,0.6541386,686.08014,0.98766756,0.33051074,19.148052,0.062695116,0.061082363,0.3264879,0.000131637,0.50494844,0.014606595,5.918989,0.006715439,0.90145814,0.004269761,0.32267687,84.45385,0.010126052,3.22968,3.8780737,612.03986,370.64285,103.812904
,0.005722344,2.3063242,0.03959334,6.0635357,8.170744,0.003403395,5.0398736,20.03319,0.03560996,0.06017871,0.001788924,2.71E-07,0.009490299,0.01826495,5.8737087,0.02733393,0.019062102,0.00308274,4.20608,89.57386,0.067078695,0.00860095,0.003712288,605.60895,145.89517,4.6958065
,1.9974861,1032.4272,1.7662067,0.20240843,721.3034,0.9965666,0.0722602,8.22315,0.024624974,0.06287187,0.33823654,2.63E-06,0.5578008,0.008101016,5.867295,0.004276875,0.91174906,0.002334029,0.0519688,84.15182,0.005550085,3.4873314,3.9775636,608.2638,409.98233,45.760956
,0.004044533,1052.4028,1.2379129,0.1756385,619.4616,0.9977655,0.09334087,3.7937353,0.008214921,0.060034372,0.36643273,0.6999115,0.517502,0.01130712,5.8502054,0.000107513,0.7776283,0.000963768,0.006230074,83.655624,0.015650079,3.5004807,4.015249,597.76685,417.2002,528.94055
,1.9997667,1050.2618,1.8169751,0.08741915,733.4114,0.99912024,0.01616031,2.215289,0.011139751,0.0700659,0.3496208,4.17E-08,0.58785117,0.005159527,5.832147,0.002103078,0.95202005,0.000968816,0.010093174,84.09298,0.003352375,3.6793551,4.0095425,604.6725,448.39597,19.51145
,0.001117766,1056.0798,1.2074145,0.16207546,618.4858,0.9983628,0.102972984,3.4279654,0.007568479,0.061169364,0.36667293,0.699985,0.5230745,0.013790786,5.8398194,0.000102384,0.75762725,0.001034945,0.003876841,83.59917,0.013363854,3.5549738,4.016746,594.19385,417.26965,591.29535
,0.075497806,1026.3668,1.3639253,0.36759675,619.079,0.9921918,0.33387542,11.885757,0.016386509,0.05589219,0.35146436,0.69560206,0.500075,0.017719597,5.890897,0.000479749,0.7800408,0.002540681,0.045424704,83.893906,0.01984104,3.348045,3.9962552,602.37067,400.70438,437.50504
,0.007368505,0.47578096,0.014881879,5.1443534,1.5735757,0.000493735,6.457314,18.16291,0.008433521,0.040237032,0.001083565,7.93E-07,0.003341365,0.018353552,5.9059186,0.015686434,0.006541705,0.001706729,4.2027655,89.55739,0.08476292,0.003182411,0.000727218,605.2707,132.23164,3.0866497
,0.032573283,1062.324,1.1999855,0.059354305,583.924,0.999614,0.005507469,0.8673945,0.002401382,0.071075015,0.41281745,0.69700813,0.49371606,0.007487744,5.802018,6.90E-06,0.8431614,0.000228524,6.15E-05,83.588776,0.009634034,3.4555798,4.019579,584.0198,496.75372,304.76385
,0.000822961,0.037561655,0.004863828,5.2648263,0.5216491,3.89E-05,3.100878,11.571308,0.009326696,0.035531133,0.000218427,0,0.001193357,0.009490937,5.8875604,0.01592857,0.001681322,0.001115797,4.225183,89.66189,0.078097135,0.000299931,6.72E-05,617.0448,121.87743,0.21774507
,0.000101149,1074.4348,0.9522252,0.006976724,526.86,0.9999876,0.000235438,0.044794083,0.000353783,0.07930974,0.44135365,0.699999,0.44981924,0.002810717,5.7657943,7.15E-08,0.89245266,1.72E-05,1.26E-07,83.18006,0.005543017,3.66261,4.019996,560.91,527.17865,474.04977
,0.001172364,1050.1661,1.2315065,0.20863414,636.9205,0.9971651,0.30824244,5.324151,0.010088682,0.057124477,0.35963187,0.69998795,0.5083518,0.014943749,5.8577595,0.000240713,0.74851006,0.001997103,0.019001348,83.684395,0.01500818,3.558476,4.0104322,595.29755,398.21472,624.4204
,0.10221952,1051.1249,1.2621338,0.11424273,590.69165,0.99852026,0.027517974,2.387812,0.005996645,0.06723771,0.3943447,0.6863575,0.49139136,0.010011345,5.836814,4.41E-05,0.81753105,0.000617581,0.000865932,83.641945,0.01408857,3.4045534,4.017419,588.63495,470.63336,298.5311
,0.13135242,1033.5449,1.3494126,0.33364445,623.2028,0.99099004,0.26753843,10.422787,0.016844243,0.05742863,0.35181043,0.6885901,0.4929011,0.01556325,5.896505,0.000432217,0.7753208,0.002659629,0.03480748,83.91235,0.016328093,3.3280926,3.99349,603.43304,406.29224,390.16895
,1.9996059,1051.4633,1.7404141,0.105151534,718.9446,0.9987731,0.018204749,2.3693779,0.009075582,0.06876216,0.35118562,2.71E-07,0.57471883,0.005449057,5.836654,0.001524007,0.94740576,0.000843961,0.007123867,84.08859,0.003791608,3.65238,4.0104494,600.0163,448.80652,27.557333
,1.8655432,1023.93713,1.4950048,0.36239624,667.9765,0.9927565,0.15879422,12.950944,0.017477214,0.05750995,0.3403895,0.005742413,0.52364314,0.010750353,5.9087243,0.0014006,0.84568083,0.00259927,0.055464048,84.00484,0.010516473,3.386407,3.9736884,597.4676,401.23038,149.10088
,0.002106845,1053.2708,1.2566206,0.21804124,625.8757,0.9973239,0.17926842,5.1844788,0.009863883,0.059281576,0.3571615,0.699963,0.52328974,0.013604611,5.856701,0.00019969,0.7691547,0.00120888,0.010907672,83.7116,0.01478037,3.5005121,4.0127826,597.5842,401.5091,578.88696
,0.001966953,1047.1891,1.2485147,0.2587974,638.32367,0.99588466,0.3299296,6.188801,0.011994928,0.05673297,0.3470352,0.6999744,0.51308215,0.017782092,5.859168,0.000288117,0.75048786,0.001973067,0.027286263,83.761215,0.014523583,3.4957042,4.008943,598.0827,388.60812,623.60406
,1.9904734,1050.6968,1.3965715,0.116983056,686.6607,0.99900454,0.012142956,2.4429865,0.00512296,0.0684024,0.36644307,5.66E-05,0.53846353,0.005015731,5.8425593,0.000324303,0.8821154,0.000735909,0.002446016,83.905655,0.005028457,3.4856272,4.0145316,587.8242,455.20316,63.46944
,0.16418672,1052.76,1.2604702,0.11115819,591.7023,0.998599,0.023308396,2.1216288,0.005063206,0.06765352,0.3931361,0.6729052,0.50350904,0.009787619,5.8329997,4.13E-05,0.82802135,0.000606045,0.000697259,83.71462,0.01230224,3.4426203,4.0178995,587.58075,468.81503,288.7751
,0.004484654,1032.313,1.327046,0.33397228,623.41956,0.99116075,0.7021561,9.85119,0.021008939,0.054106154,0.3399059,0.6999351,0.49900222,0.020795524,5.895058,0.000560938,0.76001996,0.003403764,0.08250814,83.77771,0.020355811,3.4620142,3.9926033,603.79004,376.53952,623.31305
,1.933198,1042.9803,1.4378182,0.18506795,675.053,0.99778366,0.031927228,4.3870025,0.007839084,0.06388712,0.35518315,0.001203215,0.53749543,0.007247597,5.868202,0.000482287,0.8565787,0.001216059,0.00720253,84.044945,0.007343906,3.445969,4.0100765,591.2482,435.92365,102.639534
,1.9984612,1045.9053,1.7013241,0.15442073,706.94684,0.9978829,0.03298372,3.8526,0.013042122,0.064739846,0.35264814,2.80E-06,0.55473197,0.006369263,5.859017,0.001546007,0.9215325,0.00120353,0.016454985,84.066635,0.00475595,3.6002789,4.0045443,602.5274,430.62744,42.174496
,1.0284868,1044.1696,1.3522344,0.175412,631.2965,0.9979261,0.037297606,3.9277902,0.006995916,0.06600517,0.37230518,0.21989824,0.5146227,0.009474188,5.851557,0.000148323,0.84207386,0.001054277,0.002911444,83.85292,0.011169941,3.4069777,4.0144567,586.91907,454.7181,199.59311
,1.5254035,1038.0663,1.4162837,0.26491582,646.6704,0.9956927,0.061775744,7.159727,0.009411722,0.06252324,0.36179283,0.04953111,0.5210107,0.009230047,5.879804,0.000372113,0.8451984,0.001492488,0.012585582,83.93796,0.01059064,3.3942845,4.005828,591.67,432.60895,168.8158
,0.002917469,0.10087252,0.00674656,4.851344,0.6387976,0.000100672,5.077782,13.250322,0.005746812,0.03343045,0.000492375,1.04E-07,0.001531053,0.012588233,5.907414,0.012975583,0.002547288,0.001177166,4.214975,89.59873,0.08618035,0.000905395,0.000158982,606.3025,125.71062,0.7915658
,1.8321862,1058.6605,1.3076131,0.06840974,652.5173,0.9993701,0.00565201,1.1036541,0.002698898,0.0721689,0.39383668,0.004717606,0.50248355,0.004960179,5.825149,4.49E-05,0.8537415,0.000451383,0.000240404,83.77262,0.006202921,3.4394732,4.018416,576.2149,490.42245,92.11658
,1.9575601,1020.78577,1.5586528,0.38264692,672.8117,0.99226224,0.1814276,14.413241,0.023287207,0.05697118,0.33079708,0.000963807,0.5260227,0.012205392,5.9170656,0.002641381,0.8782091,0.00338512,0.09991529,84.03293,0.010460558,3.3922865,3.9527633,602.80743,384.4362,139.0214
,0.000218987,1055.802,1.1326516,0.14353544,616.5957,0.99823713,0.16931742,2.7205315,0.008347005,0.059892662,0.36177278,0.6999985,0.5067607,0.014458776,5.8372736,0.000119589,0.7463371,0.000931998,0.006601458,83.55537,0.01436157,3.590366,4.0165315,593.32043,396.6027,671.2289
,4.58E-05,1066.8248,1.0279459,0.0763759,602.7373,0.99944067,0.04182756,1.0666046,0.004407197,0.06487129,0.3888972,0.69999975,0.4983116,0.008941829,5.813284,2.73E-05,0.7307873,0.000302721,0.000778444,83.423775,0.010479583,3.6237235,4.01921,588.09125,419.84573,675.32874
,5.07E-05,1068.3186,1.003963,0.06379038,602.38367,0.9996711,0.020563602,0.83043575,0.003069252,0.06625627,0.38928872,0.6999997,0.49711642,0.007502228,5.8046145,1.60E-05,0.7259695,0.000241565,0.000300032,83.39267,0.009308848,3.629056,4.0195484,587.5553,431.99582,650.9451
,0.009368777,1023.23206,1.3845528,0.39699525,621.1785,0.9891397,0.8500472,11.641208,0.020386636,0.05191974,0.3408748,0.6998113,0.4990882,0.01984799,5.918338,0.000733347,0.7547772,0.003848806,0.120970465,83.867615,0.02158436,3.451809,3.9810023,604.52515,378.45236,594.9714
,5.36E-07,1070.0363,0.9907735,0.06798059,674.45575,0.9994179,0.1593858,0.7140511,0.004585952,0.060471196,0.36917236,0.7,0.45541078,0.016118437,5.828337,5.65E-05,0.68764985,0.00054241,0.002140816,83.348976,0.012521645,3.7743034,4.018807,591.4796,369.20905,783.9179
,0.015473843,1.668613,0.030432165,5.0587373,3.8336346,0.002072752,7.518029,22.760593,0.01316011,0.04628526,0.0028206,4.59E-06,0.006903839,0.021067739,5.8910446,0.017469753,0.014219535,0.002663537,4.178365,89.512115,0.074620165,0.010351539,0.002423902,599.652,138.72978,9.938033
,0.005003035,0.13302684,0.006607086,4.059993,0.6556183,0.000119925,5.3996983,11.796751,0.003345162,0.031383414,0.000546348,1.46E-07,0.001485396,0.012326211,5.896107,0.012105344,0.002531558,0.001164463,4.207617,89.606476,0.07570369,0.001079917,0.000146762,604.44214,123.49242,1.0828434
,1.6984351,1018.11145,1.5816653,0.5589083,653.0715,0.98730195,0.36756694,21.455456,0.030626208,0.055381082,0.3308625,0.024134377,0.52047473,0.014603674,5.920997,0.002825655,0.8638953,0.004175048,0.15107438,84.00404,0.014009937,3.271718,3.9296858,604.0408,381.28067,206.60416
,1.9992728,1049.5692,1.5172687,0.10146797,703.65967,0.9992668,0.008283556,2.0283504,0.004855633,0.067954645,0.3609159,9.60E-07,0.5661799,0.004487366,5.839324,0.000544566,0.9272321,0.000646983,0.00217687,83.97079,0.004868484,3.5966237,4.0148864,595.86536,449.75842,33.733067
,1.7175684,1047.6044,1.4190055,0.16508698,658.66595,0.9980869,0.029236078,4.747591,0.007457882,0.06492828,0.37228823,0.017747235,0.5302819,0.008300751,5.8592315,0.000251472,0.862264,0.001000166,0.004264487,83.90107,0.009062188,3.4322453,4.01291,585.9874,451.20184,135.90805
,1.4547054,1054.4177,1.3082982,0.07015318,633.0099,0.99919176,0.008612871,1.3899618,0.003343672,0.071313135,0.39529052,0.045641314,0.49800068,0.005772829,5.824683,4.35E-05,0.8511928,0.000571665,0.00035487,83.68712,0.00818432,3.4439259,4.0183115,576.47565,486.72925,133.47813
,0.001712978,1051.0288,1.2546139,0.19956827,609.8172,0.9976888,0.1773879,4.4810443,0.008874208,0.060140274,0.3657368,0.6999776,0.50966084,0.014803737,5.8572197,0.000129946,0.7809774,0.001153294,0.008687437,83.63318,0.017937781,3.522778,4.0148926,593.7663,412.88153,579.7611
